"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","GENDER","EVENT","EVENT_TYPE"
"chatcmpl-8Vz7J9RZbAXrVrViQUyobW9i4yOAR",1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8Vz85pGZ4wvmPdhOwXyvQtXe1GoGn",2,1,2,1,3,1,1,2,2,2,3,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,3,1,2,1,2,1,2,1,1,2,"M",1,"+"
"chatcmpl-8Vz8vZc6EXosHQOIgA0PCj3EEzMF5",2,1,2,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8Vz9iRrfEiMARRirdhcssZWlsBHdP",1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzAc7CjYZdGUvkDSfIz4CWbYH7LF",2,1,2,1,2,2,1,2,2,1,3,2,2,1,1,2,1,2,1,1,1,3,1,2,1,2,2,1,2,1,2,2,3,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzBeOyTDJvCYXj4rx7QQsXysdJvB",2,1,1,1,2,2,1,3,2,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,"M",1,"+"
"chatcmpl-8VzCOPjsRjecwe2JHGVLA26I9mjE1",2,1,1,1,2,2,1,3,2,1,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzD8WcDX7HmBQujFTg9whZMJ5Hli",2,1,1,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzE0NCPN9poZFO72WBpaotZIMlYR",2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8VzEstsIvbI60W1xDMDfqvy4KsaBp",2,1,1,1,1,2,1,3,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8VzFT6wluqoF069oXwJGXPqMRBeyx",2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzGY2KFzjXSJL9i3kRROPq7vqztx",1,1,2,1,2,2,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,"M",1,"+"
"chatcmpl-8VzHdh8Lit4klYUW5JEqR1CPMK77n",1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8VzINcDHVQOQbWV6XCcBkiJNzcmZ0",2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,"M",1,"+"
"chatcmpl-8VzIzpWBa6QyzqCkWu9IkSUblPkMO",2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzJduyMeU7XsljabQ2HRgJdr9rvT",2,1,1,1,3,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,"M",1,"+"
"chatcmpl-8VzKaCNT7WJl2SczhjEbJAqYryLg2",1,1,1,1,2,2,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzLN87a6rUskHmfn63UH7KH4j5Zj",1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzMElgMEGj1KvmORYmtFDOyh8j5N",2,1,1,1,3,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzMowuB9pDom6NSBXK5Y581EJgvN",1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzNffPyLvzRhS32jIM9podc1XK1E",2,1,1,1,2,2,1,3,2,1,2,3,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzOIOBnRebTRQ8tjILFvpX1r38Ys",2,1,2,1,2,2,1,3,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzPF8kAoAdnnzn50jesSYm5J1HtL",2,1,2,1,3,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,"M",1,"+"
"chatcmpl-8VzmNqhep5UVJfpZuoqN8xs23gniX",1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VznEgSlpfdYdXk4o7GTGBhp2pAIk",2,1,1,1,3,2,1,3,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VznpP2Fw6hdJu9KbPJ1RuSDApdXc",2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8VzoPYfcVqrm8CCXXNPSR8FzyqNkZ",1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzpCyrvZJZS7YsKURoEoLOXn4Io4",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzpuWoSvzHJTPUvZniTbNEkGAfdU",2,1,1,1,2,2,1,2,1,2,2,2,1,3,1,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzqV1VJMbJ4F7rlER7x1td5wx5lE",2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzrUgOdZDTf0XEushMKmrD9XIf8B",2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8Vzs7KHl6vEOL2tmGFeNMx5Bwfzux",1,1,2,1,1,2,1,3,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzswCFWs0DfSbZdZ3GQEMsPOq6hs",2,1,1,1,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VztYd7GfYDNVlmivyTNVz09rSfSO",1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzuTfNyAtbP5bjhUoj2w6mvRH2Xh",2,1,1,1,2,2,1,2,1,1,2,2,1,3,1,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8VzvEWhcUCmFxqsbBJDh5Vk89w0LT",1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8Vzvx1iQIzrkkkdFwGY2rYivvAVeg",2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",1,"+"
"chatcmpl-8Vzx4rAKPR4YuN3FVfbTrXUVnUmVl",1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,"M",1,"+"
"chatcmpl-8VzxtqEhCCtAhJ7sLYOBHfSEB3LVD",1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzyZajKRt0m2EhA5m6JeJFi7csNR",1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8VzzXtysm0T2dM1tircRe96HBvBI3",1,1,1,1,3,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8W00DNmk6DoH2ez6VgAUj5i91l0Zx",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W011NINFAiHG0q0qUBPjiVGRdV1Q",2,1,2,1,2,3,1,2,1,2,3,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,"M",1,"+"
"chatcmpl-8W01eOR9ro2WlIwHCg1Uqilh7YKoX",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W02JBROBktyh6Dzpq2EXSqyjm33O",2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8W02wB44Vm5V7JxZPJQegaelwv9JH",1,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8W03jKd9zRxUdfG1BVQ5GbTFI6rRR",1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",1,"+"
"chatcmpl-8W04XLQShN7pIFipc7IsE0OOYrhaV",1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W05F96WQhn0kqe9QX84QMVw3Jvb3",2,1,1,1,3,2,1,3,1,2,3,2,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,3,"M",1,"+"
"chatcmpl-8W05uyzVI5buEMq71iAeBq7BX8VdP",1,1,2,1,2,2,1,3,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,"M",1,"+"
"chatcmpl-8W06gqkymXOQOfQCDhKUOk7EFjjtG",2,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W081oc2QDq2sPDTcIiyggc8PbBzB",2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W08Xtl3qDvlp2NNbLGMikNz21iUx",2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8W09qGQmqxFLAJZvXihjzUaFLb3Te",1,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,"M",1,"+"
"chatcmpl-8W0AhNCwBntrOgumwVFDiY1gQqiAc",2,1,2,1,2,3,1,3,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,3,1,1,3,1,1,2,1,2,2,2,1,1,2,"M",1,"+"
"chatcmpl-8W0BHafXY2VvLxQb8h6usaXStwYbd",1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W0CAHfudjxGnzcG5mps2GKlIvtEC",2,1,2,1,1,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8W0Cw3TtnMgv1vAaqnygtmIuPgtYv",2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W0DXdPueNfm64TdNXAAoMHvvWV8K",1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,"M",1,"+"
"chatcmpl-8W0ExhcX5mtjbjU8GLUWXRuvpBCDD",2,1,2,1,2,2,1,3,2,2,2,2,2,1,1,2,1,2,1,2,1,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",1,"+"
"chatcmpl-8W0FtnTuII2CbbrkkL2ROladM4FFk",2,1,2,1,3,2,1,3,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8W0GXWHcl0NFyjQDBVVsrS3vXhjiy",2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8W0HCHQxOMA4RxdvQmw1qnepkdaTU",2,1,2,1,2,2,1,3,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,"M",1,"+"
"chatcmpl-8W0IEkoz9AMeMPuNDmYPILrfKP1GV",1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W0J7JcM0DCwMiMcHKqKbSyQXYTV1",1,2,2,1,3,2,1,2,2,2,2,3,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,3,2,3,1,2,1,2,1,2,2,1,2,"M",1,"+"
"chatcmpl-8W0JopYJHbo2sp7uVLKpwMO4wYoOi",1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"+"
"chatcmpl-8W0KfR4pVjVQu19plg3ao86wxhmgd",2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,2,"M",1,"+"
"chatcmpl-8W0Lf2EVoZM6Ppb5CteptzDAkJ6d5",2,1,1,1,3,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,"M",1,"+"
"chatcmpl-8W0MLR7OdQEFrxSuVi3fR0C3lkzdk",2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",1,"+"
"chatcmpl-8MN5GUSryuirAkLaCB28SyE6BlxtT",2,1,2,1,2,2,1,3,2,1,2,3,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,3,2,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8MN7fx9v645mNXl3krDvFLlq32Sfs",2,2,2,1,2,2,1,4,2,2,2,3,2,2,1,3,1,2,1,2,2,3,1,3,1,3,2,2,3,2,3,2,3,2,3,2,2,3,2,2,1,2,"F",1,"="
"chatcmpl-8MNBETVYRcfXT9XjYnuSrm95kl081",2,1,1,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,1,2,3,1,2,2,2,2,1,3,1,2,2,2,1,2,1,1,2,2,1,1,2,"F",1,"="
"chatcmpl-8MNEPJpYlnwkYnmGhi976W8aiWJOQ",2,1,1,1,2,2,1,3,3,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8MNGs98hCJw9A3Ptq2yeGQgLeoPcG",1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8MNJ2116kdKgGWwKUBhDxYRhVvsee",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8MNLIvEXcAZ2Lub2T8tci4ylzvnVE",2,1,2,1,3,2,1,3,2,2,2,3,2,1,1,2,2,2,1,1,2,3,1,2,1,2,3,1,3,2,2,2,2,1,2,1,2,2,2,1,1,3,"F",1,"="
"chatcmpl-8MNO6uz0U8JnTcBmxkN30MhchGSMR",2,2,1,1,2,2,1,3,1,1,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8MNPcfwIAkxd0jxLsj15dud9CI3vE",2,1,1,1,3,2,1,3,2,2,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,3,1,1,3,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8MNQjyacbomiktJnJtKJNNByigfBb",1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8MNSU19nG6YLe0QreOzLPHnkxvOdZ",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8MNUExgiXBLQZ3kQClvLW3Iyqxc7Q",2,1,2,1,3,2,1,2,2,2,2,3,3,2,1,3,2,2,1,2,2,3,1,3,1,4,2,1,2,1,3,2,3,2,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8Ptg3DezMrGma0GdVi06Ok5g9Y5os",2,1,2,1,2,2,1,3,3,2,2,2,1,3,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,2,2,3,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PtkAqtcdqRxG9gcwWvjSu2s61NU8",2,1,3,1,2,2,1,4,4,3,2,3,3,2,1,3,3,2,1,2,2,3,1,3,1,3,3,4,3,2,3,2,3,3,2,3,3,3,2,3,1,2,"F",1,"="
"chatcmpl-8PtmUxwYw8JmsbbydG8c9w8H5j2zv",2,1,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,1,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,1,2,"F",1,"="
"chatcmpl-8PtooEbP0qdTGgJaACN54EjWZJjlf",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PtqajgOrAO2FbG5jQzt54u6igluT",2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pts4cIUTToBTJrQPS7YeEHvY5qNN",2,1,2,1,3,2,1,2,2,2,2,3,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,2,3,1,2,2,2,1,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8Pttknw6ZVbkcHwHuLFdDJo6EtMYR",3,2,4,2,3,2,2,4,3,3,3,4,3,2,2,4,4,3,2,3,3,3,2,4,2,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,2,3,"F",1,"="
"chatcmpl-8PtvXq8n04ZrXQtbEVrZFnbAYLqJn",2,1,1,1,2,2,1,3,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PtxHC2NJSqbvje6eQWnNTbgVTJkj",2,1,1,1,3,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PtykWQIJM6pxovhhxM5pSMNMY5ch",2,1,2,1,2,2,1,3,2,2,2,1,2,2,1,3,3,2,1,1,2,3,1,3,1,3,2,2,3,2,3,2,3,3,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8Pu0dGlpKHjIXrQYlG3e7mGAOrkBt",2,1,1,1,2,2,1,3,1,1,3,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,3,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pu78aCYG2j4gjQPJiPWz7Owvxfig",2,1,1,1,2,3,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pu8WuIdwRIgSnfKUsQRERsGOW8fQ",1,1,2,1,3,2,1,4,2,1,2,2,2,2,1,1,1,2,1,1,1,3,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8PuBF7kprv1aqYyZ0sQYn1lSSaEjH",2,1,1,1,1,2,1,2,3,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,"F",1,"="
"chatcmpl-8PuCXShoe5dFIbW7XVwsWPyZJSi57",1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PuDkStBq9wwaOSBrW76XzMJDUoMg",2,2,3,1,2,2,1,4,3,3,2,3,3,2,1,3,3,2,2,2,3,4,1,4,2,3,3,3,4,2,3,3,3,2,2,3,3,3,3,3,2,3,"F",1,"="
"chatcmpl-8PuFfGueQLPmV888LyZvzcJtG2vvT",2,1,2,1,3,1,1,4,2,2,2,2,2,1,1,2,3,1,1,1,2,4,1,2,2,2,2,1,3,2,2,2,3,3,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8PuHQ8GMqDSsKcT5oHyG444dfqY3F",2,1,1,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuLGJYax9xuN93gMsq5obJGXoo53",1,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PuNTxl0nUgyZGXWe3JVBGjj37ZJ9",2,1,1,1,2,2,1,4,2,1,2,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuRObj3U61kHumbFHHvwpaG8XITk",2,1,2,1,2,2,1,3,2,1,3,2,2,2,1,2,2,2,1,3,1,3,1,2,1,2,3,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,"F",1,"="
"chatcmpl-8PuVRG819sZVB3hxkFEKmsjQR3oau",2,1,1,1,3,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuX37lAqXrzetAmaEQkMckq5zCRY",2,1,2,1,3,2,1,3,1,3,2,3,2,1,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PuhLPxW3ksZxgXWy5ZQGHdbZ2O9x",2,1,2,1,3,2,1,3,3,2,2,3,2,2,1,3,2,2,1,2,2,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PuireM8LVL3VNoyJp3WLmY6ROjr7",2,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PukHwyFbRWAWzapKHIyILwUWrbCL",1,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,"F",1,"="
