"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","GENDER","EVENT","EVENT_TYPE"
"chatcmpl-8Vz3FJXa4EKbcHjSDnwidGiXSHYlB",1,2,2,1,3,2,1,2,1,2,2,3,2,2,1,2,2,2,1,1,2,2,1,3,1,2,2,1,2,1,2,2,2,2,3,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8Vz42RPXw82xNoxjbAoEXPa0ZnHS9",1,2,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,1,1,2,2,1,3,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8Vz4iwQXkHowqSal2XN2nhGQcm9Wu",2,1,2,1,3,2,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8Vz5Ni4ZH2b8HHp7fpxEHmNT6qQWv",2,1,1,1,2,2,2,3,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,"M",5,"+"
"chatcmpl-8Vz5yakHk2dJysl8BKnug5lBLsqJI",2,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,"M",5,"+"
"chatcmpl-8Vz6ZxZFoIEn0yveysOv0ZxeSqVZe",1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8Vz7CNsbb9xfFUcCybGVAZTWFQ0c3",2,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8Vz7teQJaNDC6qXyP5fbkRuBzMhDq",2,1,1,1,1,2,1,3,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8Vz8WU4Y67Jg0sBLyLK6r0l9D8ar9",1,1,1,1,2,2,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8Vz9UwxNCDS63Jy71jR7MO0NKVkhM",1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzAMPdUagc51YK7zI1nogPyoxDYc",2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzB2FoGKRf46nTAzkiGxCsdo1y6D",2,1,3,1,2,2,1,3,2,2,2,3,2,2,1,3,2,2,1,1,2,3,1,3,1,3,2,2,3,2,2,3,3,2,2,1,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8VzBsGaZCF89TJSmToEvLvEOkMbHT",2,1,2,1,2,2,1,2,3,2,2,3,2,2,1,2,1,2,1,1,2,3,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8VzClXqvMpcNRURuKJsgyNtLnPZLl",2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8VzDOckluNfQ92nnb5o3F4eshu0Ce",2,1,2,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzE27HtKcvUZld8bPmeg75SeJLL3",2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8VzEykzKrygyFh8mneFpEPPCp1mgH",1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzFq1KoWXFDcRFw0pSCyzu4HMI8L",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzGOqp6g3Fywdc24mmwNuuoG3pFL",2,1,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8VzHME8aWW0H5JsB6nelLi1lxuJ9V",2,1,1,1,1,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzI06iqf7pY0PhJJjrYiDGhNKWmT",2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8VzIZm8tCWLwqBJGnbuPKUBUqKw4w",1,1,2,1,2,2,1,2,1,2,2,3,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzJ94op1KYa6QRgNM8xjCyjT7VWe",2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,"M",5,"+"
"chatcmpl-8VzJiSnQ011AmZX1rhnIjBKJ5fE54",1,1,2,1,2,2,1,2,2,2,2,2,3,1,1,2,2,2,1,1,2,3,1,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8VzKmCvJXf9UX7iOEp2QBzvG0BLZw",2,1,2,1,2,1,1,3,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,"M",5,"+"
"chatcmpl-8VzLReBxuULjqRhJ76qd3xnVRG24z",2,1,2,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzM8hBb1qdQnFaOp4oRgHrUahjMh",1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzMpDy48fql1DQ5u8xj1uz9b4qx0",2,1,2,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VznDedS4t6uUnA2uOuzz1DEyRwDS",1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,"M",5,"+"
"chatcmpl-8Vzo4KwM6A0O4x6LCXfFvkjRFia27",2,1,1,1,2,2,1,3,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzofPuQj2jxn6zBXf51YEQw6s478",2,2,2,1,2,3,1,3,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8VzpjfuSQMQBKTlkoQgEcELpqEq46",2,1,2,1,2,2,1,3,1,2,2,3,2,1,1,2,2,2,1,1,2,3,1,2,1,3,2,1,2,1,2,2,3,2,2,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8VzqLuy3daQxxK9748rbC32H94hQh",1,3,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzrQ7mNJVhUgP8cATZvg4LybDHRp",2,1,2,1,3,2,1,3,2,3,2,3,2,2,1,3,2,2,1,2,3,3,1,3,1,2,2,2,2,2,2,2,3,2,2,2,3,3,2,3,1,2,"M",5,"+"
"chatcmpl-8VzsM4uiIY2Omq584t75QdF9CPUqP",1,1,2,1,1,2,1,2,2,2,2,3,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,"M",5,"+"
"chatcmpl-8VztAUGv9yzNnk4ykDPWIknPZYLrK",2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8Vztq1b4ggFpNnhr6Rg0jhPNOheEW",2,1,2,1,2,2,1,3,2,1,2,3,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,3,1,2,2,2,1,3,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzuTAOVyjlKd0Ji3zSyX95GMhIX5",1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8VzvLTQbQQVkeYaDGX3riAhQejFUl",2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8VzvzLFRIU2f2Yv6Yslo0JxytKR7g",2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzwVtmwSSGfzzL7IztFnFQjB0DFq",1,2,2,1,1,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",5,"+"
"chatcmpl-8Vzx8Ad0FPcUo5yk0TtB4ddt1wLlz",2,1,1,1,2,2,1,3,2,1,2,3,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,1,3,2,2,2,3,1,2,1,1,1,2,2,1,2,"M",5,"+"
"chatcmpl-8VzxjiEtRZKX2krAUGTAGCC70u4UM",2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8VzyueVB05USxbg1cpOqIejsFioRw",1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8VzzlErJxW1lP6t808KYV3qnS49o2",1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W00kj7gcAsa5lR2M3VjadPlDebyK",1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W01XLSJAVLHBDCZ4adJ2cvPgwARr",1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W03BDL73V3vFKaCTBz8n2OBHOEFU",1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W03lStcraLMoUwa8S9SSnq3fJTVx",2,1,2,1,3,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,"M",5,"+"
"chatcmpl-8W04bEEajMKEFiSnu02UTU67RU9Hf",2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W05HEeSznUhLLUgOn3t9JQ1N1oWt",1,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W06BM9ybdnRJMadsyFNF60AO6vqo",2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,"M",5,"+"
"chatcmpl-8W06nMV9wNFbYcq3fEwfCOrGOf6Ll",2,1,2,1,3,2,1,3,2,2,3,2,1,2,1,1,1,2,2,1,2,3,1,2,2,2,2,1,3,1,2,2,3,2,2,1,1,1,2,2,1,2,"M",5,"+"
"chatcmpl-8W08FZiNKrN5RK3RwwwIsJ9WuG0uY",2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8W08rMJChWA7WO6vu4auL901HuwXs",1,2,2,1,2,2,1,3,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,"M",5,"+"
"chatcmpl-8W0A13QderdS0r2WiMPQOh3fGFhPS",1,2,1,1,2,2,1,3,1,2,2,3,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,"M",5,"+"
"chatcmpl-8W0AjPhhJvnCd6sYATkw7sZov5Eyy",2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,"M",5,"+"
"chatcmpl-8W0BZFj467X3XnRR5MeukRxEDlID5",1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W0COSLTfNOZ5exAjQGAMX6juNIuU",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0D8TGBmFFrJgOXWEVn0UEYa130S",1,2,2,1,2,2,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0Dm0S5ZrdW22uFv4QcPVP4hPoXF",2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W0ENP0AEq9xancnNkpXaWtKfkRvY",2,1,1,1,2,2,2,3,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",5,"+"
"chatcmpl-8W0F1pdMz4GdpfMKWavyOLrxM6xVw",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0FmDnmQFiT6TtYvUtmiSd5xZ2LC",2,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W0HHrZWXvFdiEgRf0y8YzUjpuItS",1,2,2,1,2,2,1,3,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,"M",5,"+"
"chatcmpl-8W0HuB7i5yDFV21Mkq5Fb95ud2cUP",1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0Ijr4kWspMCVxPSSkW4HomPXZ7f",2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,"M",5,"+"
"chatcmpl-8W0KKPclxMkmSiHs0Mw9OTpUMyIfj",1,2,2,1,2,1,1,3,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W0Kxqz1MWTWxHqp5Ounj0rjqwtkn",1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,"M",5,"+"
"chatcmpl-8W0Lq6kjrC3iLMxQTT4E08ML2iteZ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0MjNcd7adoOUolRJxXkA70Mu4ks",1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",5,"+"
"chatcmpl-8W0NUSgR9W2cbuS1w1bD2uVNtppOU",2,2,2,1,2,1,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",5,"+"
"chatcmpl-8MaC7ubtKis2Tl87A9e8vaRixkYBQ",2,1,2,1,3,3,1,3,4,3,4,2,3,3,1,3,3,2,1,2,4,2,1,4,1,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,2,3,"F",5,"="
"chatcmpl-8MaH4mIgueygYrpTwwy0QRSSXnRxK",2,2,2,1,2,3,1,4,2,3,3,2,3,2,1,4,4,3,1,2,3,3,1,3,1,3,3,3,3,2,3,3,3,4,3,2,3,4,3,2,1,3,"F",5,"="
"chatcmpl-8Maq3MciFlyMroI1W14eItrbSqrSF",2,1,1,1,2,3,1,3,2,1,2,3,2,1,1,3,2,2,1,1,1,2,1,2,1,2,2,2,3,1,2,1,2,2,2,1,1,1,2,1,1,2,"F",5,"="
"chatcmpl-8MasU9kEwneUQChq9tf4tt8gmCmPj",1,2,1,1,2,1,1,3,2,2,1,3,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,"F",5,"="
"chatcmpl-8MavF3eqWts4cXIgccz195x2ALJis",2,1,3,1,2,2,1,3,2,2,2,2,3,2,1,3,3,2,1,2,3,3,1,3,1,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,1,2,"F",5,"="
"chatcmpl-8MaxI1QvzfkoS5wlSdnxgMKuEEoKg",2,1,2,1,3,2,1,4,2,3,2,3,2,3,1,3,3,2,1,2,3,4,1,3,1,3,2,3,3,2,3,2,3,4,2,2,3,3,2,2,1,3,"F",5,"="
"chatcmpl-8MazZgAv58kXazlccCzoxZPRAROvJ",1,2,2,1,2,2,1,3,2,3,2,2,2,1,1,2,2,2,1,2,3,2,1,2,1,2,2,2,3,2,3,3,2,2,2,2,3,3,2,3,1,2,"F",5,"="
"chatcmpl-8Mb6wT2sERgpJMT2xD2ZEZ1lDoZcK",2,1,1,1,2,1,1,3,1,1,2,2,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",5,"="
"chatcmpl-8Mb9Ens15VEnD3qKThTekxXaekceI",2,1,2,1,2,1,1,3,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,"F",5,"="
"chatcmpl-8MbAwHU6znglprmzERqMMFaHs5T6b",2,2,3,1,3,2,2,3,2,3,2,3,4,2,1,4,4,2,3,3,4,3,1,4,2,4,3,3,3,3,3,2,3,4,2,3,4,4,3,3,2,2,"F",5,"="
"chatcmpl-8McAhdq3Y7GvP0RcEmfROMBrvRnlM",2,1,2,1,2,3,1,3,2,2,3,2,2,2,1,3,2,2,1,2,2,3,1,3,1,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,2,2,"F",5,"="
"chatcmpl-8WnzVUxKttoMXMwNFLNKGjQEvM8sJ",2,1,2,1,3,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,1,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,1,2,"F",5,"="
"chatcmpl-8Wo08SSrsa4fNRwWEaKdphAVjigMi",2,1,3,1,2,2,1,3,2,1,2,3,2,2,1,2,1,2,1,2,1,3,1,2,1,2,2,2,3,2,2,2,3,1,2,2,1,1,2,2,1,2,"F",5,"="
"chatcmpl-8Wo0mJsgH3pGUFw0ORYSf9ofVLEXU",1,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,"F",5,"="
"chatcmpl-8Wo1cCZXxOR05AJyzentTJefm1slw",3,2,4,1,3,2,1,3,2,2,3,3,3,2,1,3,4,2,1,2,4,3,1,3,2,3,2,3,3,2,3,2,3,4,2,4,4,4,3,3,2,3,"F",5,"="
"chatcmpl-8Wo2eFyHFgNmfgloyOrJz1fVgniO7",1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",5,"="
"chatcmpl-8Wo3A4c4mOR1q2S1xsn9hxHunhDo9",2,1,2,1,3,2,1,3,3,3,2,2,3,2,1,3,3,2,1,2,3,2,1,3,1,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,1,2,"F",5,"="
"chatcmpl-8Wo3ubetbeDWAzA94zvdb0dZAx2WX",2,1,2,1,3,2,1,3,3,2,2,3,2,2,1,3,2,2,1,2,2,3,2,3,1,3,2,2,3,2,3,2,3,2,2,2,2,2,2,3,2,3,"F",5,"="
"chatcmpl-8Wo4pn3cZYdBr0DKRUpBpo3nsnNBu",2,1,2,1,2,2,1,3,3,2,2,3,2,2,1,3,3,2,1,2,3,3,1,3,2,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,1,2,"F",5,"="
"chatcmpl-8Wo5b9RcMSzlyGhgdzEBJ8egUf7LZ",2,1,2,1,3,3,1,4,3,3,3,2,3,2,1,3,3,2,1,2,3,3,1,3,1,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,1,3,"F",5,"="
"chatcmpl-8Wo7Pq8CPu7zLmpCh3v4IpdzdsNgQ",2,2,2,1,2,2,1,3,2,2,2,2,2,2,1,3,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,"F",5,"="
"chatcmpl-8Wo8As2nWbLtf6zC4O0dTki214WOX",1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,2,2,3,1,2,1,2,2,1,3,1,2,3,2,1,2,1,1,1,2,1,1,2,"F",5,"="
"chatcmpl-8Wo8qO5wiy8LMMeXjoWXJaizPUSjt",2,2,2,1,2,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,"F",5,"="
"chatcmpl-8Wo9XXxB5HXn3QmGhmtwCOwhveKSu",1,2,2,1,2,1,1,3,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,"F",5,"="
"chatcmpl-8WoAEXmZZjNpg2pTnoVBfox4OLCOC",2,1,2,1,3,2,1,3,2,2,2,2,2,1,1,3,2,2,1,2,3,3,1,2,1,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2,1,2,"F",5,"="
"chatcmpl-8WoAr4WzKfA8S78wrLVHC0kaRa9aY",2,1,1,1,2,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,"F",5,"="
"chatcmpl-8WoBL4SxJBDJ9rnCY7cTk0PFR4h5R",2,1,2,1,3,2,1,3,3,2,2,1,2,2,1,2,2,2,1,2,2,3,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,1,2,"F",5,"="
"chatcmpl-8WoBvfdR1nDdMJ47NMEXRiiWWyE5q",3,2,3,2,3,3,2,4,3,3,3,3,4,3,2,4,3,3,2,3,4,3,2,4,2,4,3,4,3,3,3,3,4,3,3,4,4,4,3,3,2,3,"F",5,"="
"chatcmpl-8WoD3QkJ1nS1SfPUVYDGtc5CJthKQ",2,2,1,1,2,2,2,3,2,2,2,2,1,2,1,1,2,2,1,2,1,3,1,1,1,1,3,2,3,2,1,2,3,2,2,2,1,1,2,2,2,2,"F",5,"="
"chatcmpl-8WoE9p4S9FPDqGSqVaBiGsPTCHxdY",2,1,2,1,3,2,1,3,2,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,3,1,2,1,1,1,2,1,1,2,"F",5,"="
"chatcmpl-8WoEg5qC9Doo6dLoBFdPOfBD5uBeq",2,1,3,1,2,2,1,3,3,2,3,2,3,2,1,3,4,2,1,2,3,3,1,3,1,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,1,3,"F",5,"="
"chatcmpl-8WoGLuG9WIzonP9XkPUkGuCymzGVL",2,2,3,2,2,3,2,4,3,3,3,4,3,2,2,3,4,3,2,3,3,4,2,3,2,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,2,3,"F",5,"="
"chatcmpl-8WoHRym1y7jqaxgyNK8D6cRxxVN0q",2,1,2,1,4,2,1,3,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,3,1,2,1,2,2,1,1,2,2,1,1,1,2,"F",5,"="
"chatcmpl-8WoI2L2ySY3gbsPcqBnQugn10ecrO",2,1,1,1,3,2,1,3,2,1,2,2,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,3,"F",5,"="
